A2M NP_000005.3
KCNH1 NP_758872.1
KCNH2 NP_000229.1
KCNH3 NP_036416.1
KCNH5 NP_647479.2
KCNH6 NP_001265848.1
KCNH8 NP_653234.2
KCNIP3 NP_038462.1
KCNJ1 NP_000211.1
KCNJ1 NP_722450.1
KCNJ10 NP_002232.2
KCNJ11 NP_000516.3
KCNJ13 NP_002233.2
KCNJ16 NP_733937.3
KCNJ2 NP_000882.1
KCNJ5 NP_000881.3
KCNJ6 NP_002231.1
KCNJ8 NP_004973.1
KCNK1 NP_002236.1
KCNK13 NP_071337.2
KCNK16 NP_001128577.1
KCNK17 NP_113648.2
KCNK2 NP_055032.1
KCNK3 NP_002237.1
KCNK4 NP_201567.1
KCNK7 NP_203133.1
KCNK9 NP_001269463.1
KCNMA1 NP_001154824.1
KCNMB3 NP_741981.1
KCNN4 NP_002241.1
KCNQ1 NP_000209.2
KCNQ2 NP_742105.1
KCNQ3 NP_004510.1
KCNQ4 NP_004691.2
KCNQ5 NP_001153602.1
KCNS2 NP_065748.1
KCNS3 NP_002243.3
KCNT1 NP_065873.2
KCNT2 NP_940905.2
KCNU1 NP_001027006.2
KCNV2 NP_598004.1
KCTD10 NP_114160.1
KCTD11 NP_001002914.1
KCTD17 NP_001269613.1
KCTD17 XP_005261798.2
KCTD20 NP_775833.2
KCTD7 NP_694578.1
KDM1B NP_694587.3
KDM3A NP_060903.2
KDM4C NP_055876.2
KDM4D NP_060509.2
KDM4E NP_001155102.1
KDM5C NP_004178.2
KDR NP_002244.1
KEAP1 NP_987096.1
KEL NP_000411.1
KERA NP_008966.1
KHK NP_006479.1
KHNYN NP_056114.1
KIAA0232 NP_055558.2
KIAA0319 NP_055624.2
KIAA0319L NP_079150.3
KIAA0513 NP_001375288.1
KIAA0586 NP_001316872.1
KIAA0586 NP_055564.3
KIAA1191 NP_065177.2
KIAA1217 NP_062536.2
KIAA1522 NP_065939.2
KIAA1614 NP_066001.1
KIAA1671 NP_001138678.1
KIAA1958 NP_597722.1
KIAA2026 NP_001017969.2
KIDINS220 NP_065789.1
KIF11 NP_004514.2
KIF13A NP_071396.4
KIF13B NP_056069.2
KIF14 NP_055690.1
KIF15 NP_064627.1
KIF16B NP_078980.3
KIF19 NP_694941.2
KIF1A NP_004312.2
KIF1C NP_006603.2
KIF20A NP_005724.1
KIF20B NP_001271188.1
KIF20B NP_057279.2
KIF21A NP_001166935.1
KIF22 NP_015556.1
KIF23 NP_612565.1
KIF24 NP_919289.2
KIF25 NP_085118.2
KIF26A NP_056471.1
KIF26B NP_060482.2
KIF27 NP_060046.1
KIF2A NP_001091981.1
KIF2B NP_115948.4
KIF2C NP_006836.2
KIF3C NP_002245.4
KIF4B NP_001092763.1
KIF5A NP_004975.2
KIF5B NP_004512.1
KIF7 NP_940927.2
KIFBP NP_056449.1
KIFC1 NP_002254.2
KIFC2 NP_001356698.1
KIN NP_036443.1
KIRREL3 NP_115920.1
KISS1 NP_002247.3
KISS1R NP_115940.2
KIT NP_000213.1
KITLG NP_000890.1
KIZ NP_060944.3
KL NP_004786.2
KLB NP_783864.1
KLC1 NP_001381766.1
KLC2 NP_001305663.1
KLC3 NP_803136.2
KLF1 NP_006554.1
KLF11 NP_003588.1
KLF3 NP_057615.3
KLF7 NP_003700.1
KLF8 NP_009181.2
KLHDC2 NP_055130.1
KLHDC7A NP_689588.2
KLHDC9 NP_689579.3
KLHL10 NP_689680.2
KLHL17 NP_938073.1
KLHL20 NP_055273.2
KLHL21 NP_055666.2
KLHL24 NP_060114.2
KLHL25 NP_071925.2
KLHL26 NP_060786.1
KLHL28 NP_060128.2
KLHL3 NP_059111.2
KLHL32 NP_443136.2
KLHL38 NP_001075144.2
KLHL40 NP_689606.2
KLHL41 NP_006054.2
KLHL42 NP_065833.1
KLHL5 NP_057074.4
KLHL9 NP_061335.1
KLK2 NP_005542.1
KLK3 NP_001639.1
KLK4 NP_004908.4
KLK6 NP_002765.1
KLK7 NP_005037.1
KLKB1 NP_000883.2
KLRK1 NP_031386.2
KMO NP_003670.2
KMT2B NP_055542.1
KMT2E NP_891847.1
KMT5B NP_060105.3
KNDC1 NP_689856.6
KNSTRN NP_150628.3
KNTC1 NP_055523.1
KPNA7 NP_001139187.1
KPNB1 NP_002256.2
KPRP NP_001020402.1
KPTN NP_008990.2
KRAS NP_203524.1
KRBA1 NP_115923.2
KREMEN1 NP_001034659.2
KREMEN2 NP_757384.1
KRIT1 NP_919436.1
KRIT1 NP_919438.1
KRT1 NP_006112.3
KRT10 NP_000412.4
KRT12 NP_000214.1
KRT13 NP_705694.3
KRT14 NP_000517.3
KRT15 NP_002266.3
KRT16 NP_005548.2
KRT17 NP_000413.1
KRT18 NP_000215.1
KRT2 NP_000414.2
KRT20 NP_061883.1
KRT24 NP_061889.2
KRT25 NP_853512.1
KRT3 NP_476429.2
KRT36 NP_003762.1
KRT5 NP_000415.2
KRT6A NP_005545.1
KRT6B NP_005546.2
KRT7 NP_005547.3
KRT71 NP_258259.1
KRT74 NP_778223.2
KRT75 NP_004684.2
KRT78 NP_775487.2
KRT8 NP_002264.1
KRT80 NP_872313.2
KRT83 NP_002273.3
KRT86 NP_001307127.1
KRT9 NP_000217.2
KSR1 XP_016880767.1
KTN1 NP_001072989.1
KYNU NP_003928.1
L1CAM NP_001265045.1
L1TD1 NP_061952.3
L2HGDH NP_079160.1
L3MBTL1 NP_056293.4
LACC1 NP_694950.2
LAG3 NP_002277.4
LAGE3 NP_006005.2
LAMA4 NP_001098676.2
LAMB1 NP_002282.2
LAMB2 NP_002283.3
LAMB3 NP_000219.2
LAMC1 NP_002284.3
LAMC2 NP_005553.2
LAMC3 NP_006050.3
LAMP1 NP_005552.3
LAMP2 NP_002285.1
LAMP3 NP_055213.2
LANCL1 NP_006046.1
LAPTM5 NP_006753.1
LARGE1 NP_598397.1
LARGE2 NP_001287650.1
LARP7 NP_057732.2
LARS1 NP_064502.9
LARS2 NP_056155.1
LATS2 NP_055387.2
LAX1 NP_060243.2
LAYN NP_001245319.1
LBP NP_004130.2
LCA5 NP_001116241.1
LCAT NP_000220.1
LCK NP_005347.3
LCN1 NP_002288.1
LCN2 NP_005555.2
LCN6 NP_945184.1
LCP1 NP_002289.2
LDAH NP_068744.1
LDB3 NP_009009.1
LDHA NP_005557.1
LDHB NP_002291.1
LDHC NP_059144.1
LDHD NP_705690.2
LDLR NP_000518.1
LDLRAD3 NP_777562.1
LEFTY1 NP_066277.1
LEFTY2 NP_003231.2
LEMD1 NP_001185979.1
LEMD2 NP_851853.1
LEMD3 NP_055134.2
LENG8 NP_443157.1
LEP NP_000221.1
LEPR NP_001003679.1
LETM2 NP_001317444.1
LETMD1 NP_056231.3
LEXM NP_001104003.1
LFNG NP_001035257.1
LGALS1 NP_002296.1
LGALS12 NP_001136009.1
LGALS13 NP_037400.1
LGALS2 NP_006489.1
LGALS3 NP_002297.2
LGALS4 NP_006140.1
LGALS8 NP_006490.3
LGALS9 NP_033665.1
LGI1 NP_005088.1
LGI3 NP_644807.1
LGI4 NP_644813.1
LGR4 NP_060960.2
LGR5 NP_003658.1
LGR6 NP_001017403.1
LGSN NP_057655.2
LHB NP_000885.1
LHCGR NP_000224.2
LHFPL5 NP_872354.1
LHPP NP_071409.3
LHX3 NP_835258.1
LHX4 NP_203129.1
LIAS NP_006850.2
LIF NP_002300.1
LIFR NP_001121143.1
LIG1 NP_000225.1
LIG3 NP_039269.2
LIG4 NP_996820.1
LILRB1 NP_001075106.2
LILRB3 NP_001074919.2
LILRB4 NP_001265355.2
LILRB5 NP_001074911.2
LIMCH1 NP_055803.2
LIMD1 NP_055055.1
LIMK1 NP_002305.1
LIN28B NP_001004317.1
LINGO2 NP_689783.1
LINS1 NP_001035706.2
LIPA NP_000226.2
LIPC NP_000227.2
LIPE NP_005348.2
LIPF NP_004181.1
LIPG NP_006024.1
LIPH NP_640341.1
LIPN NP_001095939.1
LIPT1 NP_660200.1
LIPT2 NP_001138341.1
LITAF NP_001129944.1
LLCFC1 NP_001369425.1
LLGL1 NP_004131.4
LLGL2 NP_001026973.1
LMAN1 NP_005561.1
LMAN1L NP_068591.2
LMAN2 NP_006807.1
LMF1 NP_073610.2
LMNA NP_733821.1
LMO4 NP_006760.1
LMOD2 NP_997046.1
LMOD3 NP_938012.2
LMTK2 NP_055731.2
LMX1B NP_002307.2
LNP1 NP_001078920.1
LNPEP NP_005566.2
LONP1 NP_004784.2
LOX NP_002308.2
LOXL3 NP_115992.1
LPAR2 NP_004711.2
LPAR3 NP_036284.1
LPAR4 NP_005287.1
LPCAT2 NP_060309.2
LPIN3 NP_075047.1
LPL NP_000228.1
LPP NP_001362391.1
LRAT NP_004735.2
LRATD2 NP_777571.1
LRBA NP_001351834.1
LRCH3 NP_001352644.1
LRCH4 NP_002310.2
LRFN4 NP_076941.2
LRFN5 NP_689660.2
LRGUK NP_653249.1
LRIG1 NP_056356.2
LRIG2 NP_055628.1
LRIG3 NP_700356.2
LRIT3 NP_940908.3
LRMDA NP_114413.1
LRP5 NP_002326.2
LRP8 NP_004622.2
LRPAP1 NP_002328.1
LRPPRC NP_573566.2
LRR1 NP_689542.2
LRRC1 NP_060684.4
LRRC10 NP_963844.2
LRRC2 NP_078788.2
LRRC23 NP_001128689.1
LRRC25 NP_660299.2
LRRC26 NP_001013675.1
LRRC30 NP_001099051.1
LRRC32 NP_001122394.1
LRRC37B NP_001308279.1
LRRC37B NP_443120.2
LRRC4 NP_071426.1
LRRC40 NP_060238.3
LRRC43 NP_001091989.1
LRRC49 NP_060161.2
LRRC56 NP_932341.1
LRRC6 NP_036604.2
LRRC70 NP_852607.3
LRRC71 NP_653303.2
LRRC73 NP_001012992.1
LRRC74A NP_001372035.1
LRRC75A NP_001107039.1
LRRC8A NP_062540.2
LRRC8B NP_001127948.1
LRRC8B NP_001356746.1
LRRC8C NP_115646.3
LRRC8E NP_079337.2
LRRIQ1 NP_001073379.1
LRRIQ3 NP_001099129.1
LRRIQ4 NP_001073929.1
LRRK1 NP_078928.3
LRRK2 NP_940980.4
LRRN1 NP_065924.3
LRRTM1 NP_849161.2
LRRTM3 NP_821079.3
LRSAM1 NP_612370.3
LRTM1 NP_065729.1
LRTOMT NP_001138780.1
LRWD1 NP_690852.1
LSG1 NP_060855.2
LSM14A NP_056393.2
LSM8 NP_057284.1
LSS NP_002331.3
LTA4H NP_000886.1
LTB NP_002332.1
LTB4R NP_001137391.1
LTBP3 NP_001123616.1
LTBR NP_002333.1
LTF NP_002334.2
LTK NP_002335.2
LTV1 NP_116249.2
LURAP1 NP_001013633.1
LVRN NP_776161.3
LXN NP_064554.3
LY6G6F NP_001003693.1
LY75 NP_002340.2
LY75-CD302 NP_001185688.1
LY86 NP_004262.1
LY9 NP_002339.2
LYG2 NP_783862.2
LYPLA1 NP_006321.1
LYPLAL1 NP_620149.2
LYRM1 NP_001121774.1
LYRM4 NP_065141.3
LYSMD4 NP_689662.2
LYZ NP_000230.1
LZTFL1 NP_065080.1
LZTR1 NP_006758.2
LZTS1 NP_066300.1
MAB21L2 NP_006430.1
MACROD2 NP_001338590.1
MAD1L1 NP_001013858.1
MAD2L2 NP_006332.3
MADD NP_003673.3
MAEL NP_116247.1
MAF NP_005351.2
MAG NP_002352.1
MAGEA4 NP_001011548.1
MAGEB1 NP_002354.2
MAGEB3 NP_002356.2
MAGEB4 NP_002358.1
MAGEC1 NP_005453.2
MAGEC2 NP_057333.1
MAGEC3 NP_619647.1
MAGED2 NP_803182.1
MAGEF1 NP_071432.2
MAGI3 NP_001136254.1
MAK NP_001229886.1
MALSU1 NP_612455.1
MALT1 NP_006776.1
MAMDC2 NP_694999.3
MAML2 NP_115803.1
MAN1B1 NP_057303.2
MAN2A1 NP_002363.2
MAN2A2 NP_006113.2
MAN2B1 NP_000519.2
MAN2B2 NP_056089.1
MANBA NP_005899.3
MANEA NP_078917.2
MANEAL NP_001106954.1
MAOA NP_000231.1
MAOB NP_000889.3
MAP10 NP_061963.3
MAP1A NP_002364.5
MAP1B NP_005900.2
MAP1LC3B NP_073729.1
MAP1S NP_060644.4
MAP2 NP_001362434.1
MAP2K1 NP_002746.1
MAP2K2 NP_109587.1
MAP2K3 NP_659731.1
MAP2K4 NP_003001.1
MAP3K1 NP_005912.1
MAP3K13 NP_004712.1
MAP3K14 NP_003945.2
MAP3K15 NP_001001671.3
MAP3K20 NP_057737.2
MAP3K3 NP_002392.2
MAP3K6 NP_004663.3
MAP3K7 NP_663304.1
MAP4 NP_002366.2
MAP4K1 NP_001036065.1
MAP4K2 NP_004570.2
MAP4K3 NP_003609.2
MAP7 NP_003971.1
MAP7D3 NP_078873.2
MAPK1 NP_620407.1
MAPK12 NP_002960.2
MAPK13 NP_002745.1
MAPK15 NP_620590.2
MAPK3 NP_002737.2
MAPK8IP3 NP_055948.2
MAPKAPK3 NP_001230854.1
MAPKAPK5 NP_003659.2
MAPKBP1 NP_055809.2
MAPRE1 NP_036457.1
MARCHF7 NP_001269734.1
MARS1 NP_004981.2
MARS2 NP_612404.1
MAS1 NP_002368.1
MASP1 NP_001870.3
MASP1 NP_624302.1
MASP2 NP_006601.2
MAST1 NP_055790.1
MAST2 NP_055927.2
MAST4 NP_055998.1
MASTL NP_001165774.1
MAT1A NP_000420.1
MAT2A NP_005902.1
MAT2B NP_037415.1
MATN1 NP_002370.1
MATN2 NP_002371.3
MATN3 NP_002372.1
MAX NP_002373.3
MB NP_005359.1
MBD1 NP_056671.2
MBD5 NP_001365049.1
MBOAT2 NP_620154.2
MBOAT7 NP_077274.3
MBTPS1 NP_003782.1
MC1R NP_002377.4
MC2R NP_000520.1
MC4R NP_005903.2
MCAM NP_006491.2
MCC NP_001078846.2
MCCC1 NP_064551.3
MCCC2 NP_071415.1
MCEE NP_115990.3
MCF2 NP_005360.3
MCF2L NP_001106203.2
MCM3AP NP_003897.2
MCM4 NP_877423.1
MCM5 NP_006730.2
MCM7 NP_005907.3
MCM8 NP_115874.3
MCM9 NP_060166.2
MCMBP NP_001243307.1
MCMDC2 NP_775789.3
MCOLN1 NP_065394.1
MCOLN2 NP_694991.2
MCPH1 NP_078872.3
MCTS1 NP_054779.1
MDFI NP_005577.1
MDGA1 NP_705691.1
MDGA2 NP_001106970.3
MDH2 NP_005909.2
MDM4 NP_002384.2
ME1 NP_002386.1
ME2 NP_002387.1
MEAK7 NP_065998.3
MECOM NP_004982.2
MECP2 NP_001104262.1
MECR NP_057095.4
MED1 NP_004765.2
MED12L NP_443728.3
MED18 NP_060108.2
MED23 NP_004821.2
MED26 NP_004822.2
MED7 NP_004261.1
MEF2A NP_005578.2
MEF2C NP_001124477.1
MEF2C NP_002388.2
MEFV NP_000234.1
MEGF10 NP_001243474.1
MEGF6 NP_001400.3
MEGF8 NP_001258867.1
MEGF8 NP_001401.2
MEIOB NP_001157032.1
MEIS2 NP_733775.1
MELK NP_055606.1
MELTF NP_005920.2
MEN1 NP_000235.2
MEN1 NP_001357188.2
MEOX1 NP_004518.1
MEP1A NP_005579.2
MEPE NP_064588.1
MERTK NP_006334.2
MESP2 NP_001035047.1
MEST NP_002393.2
MET NP_000236.2
METAP1 NP_055958.2
METAP1D NP_954697.1
METRNL NP_001004431.1
METTL21A NP_001120867.1
METTL22 NP_077014.4
METTL23 NP_001073979.3
METTL3 NP_062826.2
METTL4 NP_073751.3
METTL7A NP_054752.3
METTL7B NP_689850.2
METTL8 NP_001308083.1
MFAP3 NP_005918.1
MFGE8 NP_005919.2
MFHAS1 NP_004216.2
MFN2 NP_001121132.1
MFN2 NP_055689.1
MFRP NP_113621.1
MFSD13A NP_079065.2
MFSD2B NP_001333809.1
MFSD4B NP_699200.2
MFSD6 NP_060164.3
MFSD9 NP_116107.3
MGARP NP_116012.2
MGAT1 NP_002397.2
MGAT4A NP_036346.1
MGME1 NP_443097.1
MGMT NP_002403.3
MGST2 NP_002404.1
MIA NP_006524.1
MIA2 NP_001316143.1
MIA2 NP_005921.2
MIA2 NP_473365.3
MIB1 NP_065825.1
MIB2 NP_543151.3
MICAL1 NP_073602.3
MICAL2 NP_001269592.1
MICAL2 NP_055447.1
MICAL3 NP_056056.2
MICALL1 NP_203744.1
MICALL2 NP_891554.1
MICU1 NP_001182447.1
MICU2 NP_689939.1
MID1 NP_000372.1
MID2 NP_036348.2
MIDEAS NP_001354639.1
MIEF1 NP_001291493.1
MIIP NP_068752.2
MINAR1 NP_056021.1
MINDY4 NP_115598.2
MINPP1 NP_004888.2
MIP NP_036196.1
MIPEP NP_005923.3
MIS18BP1 NP_060823.3
MKKS NP_061336.1
MKKS NP_740754.1
MKRN1 NP_038474.2
MKS1 NP_060247.2
MLH1 NP_000240.1
MLH3 NP_001035197.1
MLKL NP_689862.1
MLYCD NP_036345.2
MMAA NP_758454.1
MMAB NP_443077.1
MMACHC NP_056321.2
MMADHC NP_056517.1
MME NP_009218.2
MME NP_009220.2
MMEL1 NP_258428.2
MMP1 NP_002412.1
MMP10 NP_002416.1
MMP13 NP_002418.1
MMP14 NP_004986.1
MMP17 NP_057239.4
MMP19 NP_002420.1
MMP2 NP_004521.1
MMP20 NP_004762.2
MMP21 NP_671724.1
MMP24 NP_006681.1
MMP25 NP_071913.1
MMP26 NP_068573.2
MMP3 NP_002413.1
MMP7 NP_002414.1
MMP8 NP_002415.1
MMP9 NP_004985.2
MMRN1 NP_031377.2
MMRN2 NP_079032.2
MMS19 NP_071757.4
MMUT NP_000246.2
MNAT1 NP_002422.1
MNX1 NP_005506.3
MOB3A NP_570719.1
MOCOS NP_060417.4
MOCS2 NP_004522.1
MOGAT1 NP_477513.2
MOGAT2 NP_079374.2
MOGS NP_006293.2
MOK NP_055041.1
MON1B NP_055755.1
MON2 NP_055841.2
MORC1 NP_055244.3
MORC2 NP_001290185.1
MOV10 NP_001123551.1
MPDZ NP_001365707.1
MPDZ NP_003820.2
MPEG1 NP_001034485.1
MPHOSPH10 NP_005782.1
MPI NP_002426.1
MPL NP_005364.1
MPO NP_000241.1
MPP1 NP_002427.1
MPP7 NP_775767.2
MPV17 NP_002428.1
MPZ NP_000521.2
MPZL2 NP_005788.1
MRAS NP_001078518.1
MRE11 NP_005582.1
MRGPRX1 NP_671732.3
MRGPRX3 NP_473372.3
MRGPRX4 NP_473373.2
MRI1 NP_001026897.1
MRM3 NP_060616.1
MROH5 NP_997297.2
MROH7 NP_001034553.3
MRPL12 NP_002940.2
MRPL16 NP_060310.1
MRPL19 NP_055578.2
MRPL3 NP_009139.1
MRPL30 NP_660213.1
MRPL44 NP_075066.1
MRPL48 NP_057139.1
MRPL52 NP_848026.1
MRPS15 NP_112570.2
MRPS16 NP_057149.1
MRPS18A NP_060605.1
MRPS2 NP_057118.1
MRPS22 NP_064576.1
MRPS27 NP_055899.2
MRPS28 NP_054737.1
MRPS34 NP_076425.1
MRPS35 NP_068593.2
MRPS36 NP_150597.1
MRPS7 NP_057055.2
MRRF NP_620132.1
MRS2 NP_065713.1
MRTFA NP_001269589.1
MS4A14 NP_115986.3
MS4A2 NP_000130.1
MS4A5 NP_076434.2
MS4A7 NP_067024.1
MSH2 NP_000242.1
MSH3 NP_002430.3
MSH4 NP_002431.2
MSH6 NP_000170.1
MSL3 NP_523353.2
MSLN NP_005814.2
MSMO1 NP_006736.1
MSTN NP_005250.1
MSTO1 NP_060586.2
MSX1 NP_002439.2
MSX2 NP_002440.2
MT3 NP_005945.1
MTA3 NP_001317371.1
MTAP NP_002442.2
MTARC1 NP_073583.3
MTBP NP_071328.2
MTDH NP_848927.2
MTERF1 NP_008911.1
MTERF2 NP_001028222.1
MTF2 NP_031384.1
MTFMT NP_640335.2
MTFR2 NP_001092756.1
MTG1 NP_612393.2
MTHFD1 NP_005947.3
MTHFD2L NP_001138450.1
MTIF2 NP_002444.2
MTIF3 NP_690876.3
MTM1 NP_000243.1
MTMR14 NP_001070993.1
MTMR2 NP_057240.3
MTMR3 NP_066576.1
MTMR9 NP_056273.2
MTNR1A NP_005949.1
MTO1 NP_036255.2
MTOR NP_004949.1
MTPAP NP_060579.3
MTR NP_000245.2
MTREX NP_056175.3
MTRF1 NP_004285.2
MTRFR NP_689482.1
MTTP NP_000244.2
MTUS1 NP_001001924.1
MTUS1 NP_001349988.1
MTUS2 NP_001028774.3
MUC15 NP_001128563.1
MUC21 NP_001010909.2
MUCL3 NP_543146.2
MUS81 NP_079404.3
MUSK NP_005583.1
MVB12A NP_612410.1
MVD NP_002452.1
MVK NP_000422.1
MVP NP_005106.2
MX1 NP_002453.2
MX2 NP_002454.1
MXD4 NP_006445.1
MXI1 NP_569157.2
MYBBP1A NP_055335.2
MYBL2 NP_002457.1
MYBPC2 NP_004524.3
MYBPC3 NP_000247.2
MYBPHL NP_001010985.2
MYCBPAP NP_115509.5
MYCN NP_005369.2
MYCT1 NP_079383.2
MYD88 NP_002459.3
MYF6 NP_002460.1
MYH11 NP_002465.1
MYH13 NP_003793.2
MYH14 NP_001139281.1
MYH15 NP_055796.1
MYH3 NP_002461.2
MYH4 NP_060003.2
MYH6 NP_002462.2
MYH7B NP_065935.3
MYH7B NP_065935.4
MYH8 NP_002463.2
MYH9 NP_002464.1
MYL1 NP_524144.1
MYL2 NP_000423.2
MYL3 NP_000249.1
MYL5 NP_002468.1
MYLK NP_444253.3
MYLK2 NP_149109.1
MYO10 NP_036466.2
MYO16 NP_055826.1
MYO18B NP_115997.5
MYO19 NP_001157207.1
MYO1A NP_005370.1
MYO1B NP_001123630.1
MYO1C NP_001074248.1
MYO1D NP_056009.1
MYO1E NP_004989.2
MYO3A NP_059129.3
MYO5A NP_000250.3
MYO5A NP_001369276.1
MYO5B NP_001073936.1
MYO5C NP_061198.2
MYO6 NP_004990.3
MYO7A NP_000251.3
MYO7B NP_001073996.1
MYO7B NP_001380515.1
MYO9A NP_008832.2
MYO9B NP_004136.2
MYOC NP_000252.1
MYOCD NP_001139784.1
MYOF NP_038479.1
MYOG NP_002470.2
MYOM2 NP_003961.3
MYORG NP_065753.2
MYOZ2 NP_057683.1
MYRF NP_001120864.1
MYRIP NP_056275.2
MYT1 NP_004526.1
MZT2B NP_079305.2
N4BP2 NP_060647.2
N4BP2L2 NP_149102.3
NAA10 NP_003482.1
NAA15 NP_476516.1
NAA16 NP_078837.3
NAAA NP_055250.2
NAALAD2 NP_005458.1
NAALADL2 NP_996898.2
NAB2 NP_005958.1
NACC1 NP_443108.1
NADK2 NP_001078880.1
NADSYN1 NP_060631.2
NAF1 NP_612395.2
NAGA NP_000253.1
NAGLU NP_000254.2
NAGPA NP_057340.2
NAGS NP_694551.1
NALCN NP_443099.1
NANS NP_061819.2
NAPB NP_001269947.1
NAPG NP_003817.1
NAPRT NP_660202.3
NARS2 NP_078954.4
NASP NP_002473.2
NAT1 NP_000653.3
NAT10 NP_078938.3
NAT14 NP_065111.1
NAT2 NP_000006.2
NAT8 NP_003951.3
NAT8L NP_848652.2
NAV2 NP_660093.2
NAV3 NP_001019554.1
NAXE NP_658985.2
NBAS NP_056993.2
NBEA NP_001366174.1
NBEAL1 NP_001107604.1
NBN NP_002476.2
NBR1 NP_005890.2
NCAN NP_004377.2
NCAPD2 NP_055680.3
NCAPD3 NP_056076.1
NCAPG NP_071741.2
NCAPG2 NP_060230.5
NCAPH2 NP_689512.2
NCBP1 NP_002477.1
NCF1 NP_000256.4
NCF2 NP_000424.2
NCF4 NP_000622.2
NCK1 NP_001278928.1
NCKAP1L NP_005328.2
NCKAP5 NP_997246.2
NCMAP NP_001010980.1
NCOA1 NP_003734.3
NCOA5 NP_066018.1
NCOA6 NP_054790.2
NCOA7 NP_861447.3
NCR1 NP_004820.2
NCR2 NP_004819.2
NCR3 NP_667341.1
NCSTN NP_056146.1
NDC80 NP_006092.1
NDN NP_002478.1
NDP NP_000257.1
NDRG1 NP_006087.2
NDRG2 NP_001307258.1
NDST1 NP_001534.1
NDST2 NP_003626.1
NDST4 NP_072091.1
NDUFA1 NP_004532.1
NDUFA10 NP_004535.1
NDUFA12 NP_061326.1
NDUFA9 NP_004993.1
NDUFAF1 NP_057097.2
NDUFAF2 NP_777549.1
NDUFAF3 NP_951032.1
NDUFAF4 NP_054884.1
NDUFAF5 NP_077025.2
NDUFAF6 NP_689629.2
NDUFAF7 NP_653337.1
NDUFB3 NP_002482.1
NDUFB9 NP_004996.1
NDUFC2 NP_004540.1
NDUFS1 NP_004997.4
NDUFS2 NP_004541.1
NDUFS3 NP_004542.1
NDUFS4 NP_002486.1
NDUFS6 NP_004544.1
NDUFS7 NP_077718.3
NDUFS8 NP_002487.1
NDUFV1 NP_009034.2
NDUFV2 NP_066552.2
NECAP2 NP_060560.1
NECTIN1 NP_002846.3
NECTIN2 NP_001036189.1
NECTIN4 NP_112178.2
NEDD4 NP_940682.2
NEDD4L NP_001138439.1
NEFH NP_066554.2
NEFL NP_006149.2
NEFM NP_005373.2
NEGR1 NP_776169.2
NEIL1 NP_078884.2
NEIL2 NP_659480.1
NEK11 NP_079076.3
NEK2 NP_002488.1
NEK3 NP_002489.1
NEK6 NP_001138473.1
NEK8 NP_835464.1
NELL1 NP_006148.2
NEO1 NP_002490.2
NEPRO NP_056227.2
NET1 NP_001040625.1
NEU1 NP_000425.1
NEU3 NP_006647.3
NEU4 NP_542779.2
NEUROD2 NP_006151.3
NEUROD4 NP_067014.2
NEUROG1 NP_006152.2
NEXN NP_653174.3
NF1 NP_001035957.1
NF2 NP_000259.1
NFAM1 NP_666017.1
NFATC2 NP_036472.2
NFE2L1 NP_003195.1
NFE2L2 NP_006155.2
NFIB NP_001177666.1
NFKBIA NP_065390.1
NFKBIZ NP_113607.1
NFU1 NP_001002755.1
NFXL1 NP_001265553.1
NFYA NP_002496.1
NGF NP_002497.2
NGFR NP_002498.1
NGLY1 NP_060767.2
NHEJ1 NP_079058.1
NHLRC1 NP_940988.2
NHLRC4 NP_001288088.1
NHP2 NP_060308.1
NHSL1 NP_001137532.1
NID2 NP_031387.3
NINL NP_079452.3
NIPA1 NP_653200.2
NIPA2 NP_001171818.1
NIPAL3 NP_065181.1
NIPAL4 NP_001092757.2
NIPBL NP_597677.2
NIPSNAP2 NP_001474.1
NISCH NP_009115.3
NKAPL NP_001007532.1
NKD2 NP_149111.1
NKG7 NP_005592.1
NKIRAS2 NP_060065.2
NKTR NP_005376.2
NKX2-5 NP_004378.1
NKX6-2 NP_796374.2
NLGN3 NP_851820.1
NLGN4X NP_851849.1
NLN NP_065777.1
NLRC4 NP_001186067.1
NLRP1 NP_127497.1
NLRP11 NP_659444.2
NLRP12 NP_653288.1
NLRP14 NP_789792.1
NLRP2 NP_060322.1
NLRP3 NP_004886.3
NLRP4 NP_604393.2
NLRP5 NP_703148.4
NLRP6 NP_001263629.1
NLRP7 NP_001120727.1
NLRP8 NP_789781.2
NLRP9 NP_789790.2
NLRX1 NP_001269073.1
NMBR NP_002502.2
NME3 NP_002504.2
NME4 NP_005000.1
NME5 NP_003542.1
NME6 NP_001295355.1
NME8 NP_057700.3
NMI NP_004679.2
NMNAT1 NP_073624.2
NMNAT2 NP_055854.1
NMNAT3 NP_001307440.1
NMUR1 NP_006047.3
NMUR2 NP_064552.3
NNT NP_892022.2
NOBOX NP_001073882.3
NOD1 NP_006083.1
NOD2 NP_001357395.1
NOD2 NP_071445.1
NOG NP_005441.1
NOL10 NP_079170.2
NOL11 NP_056277.2
NOL12 NP_077289.1
NOL6 NP_075068.2
NOM1 NP_612409.1
NOP10 NP_061118.1
NOP16 NP_057475.2
NOP56 NP_006383.2
NOS1 NP_000611.1
NOS1AP NP_055512.1
NOS3 NP_000594.2
NOSTRIN NP_001165102.1
NOTCH1 NP_060087.3
NOTCH2 NP_077719.2
NOTCH3 NP_000426.2
NOX1 NP_008983.2
NOX4 NP_058627.2
